ประทับเวลา,คณะที่เรียน,สาขาที่เรียน (หากสะดวกให้ข้อมูล),  เพศ,ชั้นปีการศึกษา,ยินยอมในการใช้และเก็บรักษา ข้อมูลส่วนบุคคลของท่าน,ส่วนที่ 1 : ทางกายภาพ [ปวดหัว],ส่วนที่ 1 : ทางกายภาพ [มีปัญหาในการนอน],ส่วนที่ 1 : ทางกายภาพ [วิตกกังวลมากกว่าปกติ],ส่วนที่ 1 : ทางกายภาพ [ปวดท้องหรือคลื่นไส้],ส่วนที่ 1 : ทางกายภาพ [เหนื่อยล้าหรืออ่อนเพลียเป็นประจำ],ส่วนที่ 2 : ทางความสัมพันธ์ระหว่างบุคคล [รู้สึกผิดเมื่อไม่สามารถทำตามความหวังของพ่อแม่ให้เป็นจริงได้],ส่วนที่ 2 : ทางความสัมพันธ์ระหว่างบุคคล [รู้สึกว่าการเข้ากับเพื่อนในห้องเรียนเป็นเรื่องที่ยาก],ส่วนที่ 2 : ทางความสัมพันธ์ระหว่างบุคคล [รู้สึกว่าเสียสมาธิเมื่อทะเลาะกับคนรัก],ส่วนที่ 2 : ทางความสัมพันธ์ระหว่างบุคคล [ไม่ได้รับการสนับสนุนจากคุณครูหรืออาจารย์],ส่วนที่ 2 : ทางความสัมพันธ์ระหว่างบุคคล [รู้สึกท้อต่อการจัดการ การบริหารงานของคณะที่เรียนอยู่],ส่วนที่ 3 : ทางการศึกษา [การใช้จ่ายในมหาวิทยาลัยทำให้มีปัญหาการเงิน],ส่วนที่ 3 : ทางการศึกษา [รู้สึกกังวลในการนำเสนอในชั้นเรียน],ส่วนที่ 3 : ทางการศึกษา [รู้สึกเครียดเมื่อต้องนั่งทำข้อสอบ],ส่วนที่ 3 : ทางการศึกษา [สนใจในเนื้อหาที่เรียนลดลง],ส่วนที่ 3 : ทางการศึกษา [รู้สึกเครียดในการรับมือกับวิชาที่ยากหรือไม่ถนัด],ส่วนที่ 4 : ทางสภาพเเวดล้อม [รู้สึกตึงเครียดเนื่องจากสภาพที่อยู่อาศัยที่แย่],ส่วนที่ 4 : ทางสภาพเเวดล้อม [เสียงรอบข้างทำให้ไม่มีสมาธิ],ส่วนที่ 4 : ทางสภาพเเวดล้อม [สภาพความเป็นอยู่ที่ไม่เป็นระเบียบทำให้ไม่มีสมาธิ],ส่วนที่ 4 : ทางสภาพเเวดล้อม [ความเบียดเสียดวุ่นวายทำให้รู้สึกไม่สบาย],ส่วนที่ 4 : ทางสภาพเเวดล้อม [รู้สึกกลัวกับการอยู่ในที่ที่ไม่คุ้นเคย],ส่วนที่ 1 [ไตร่ตรองเกี่ยวกับทางเลือกต่างๆอย่างถี่ถ้วน],ส่วนที่ 1 [ลองแก้ไขปัญหาด้วยวิธีที่หลากหลาย จนกว่าจะเจอวิธีที่ตอบโจทย์มากที่สุด],ส่วนที่ 1 [ใช้สมาธิหรือความสนใจทั้งหมดมุ่งไปที่การแก้ไขปัญหา],ส่วนที่ 1 [พยายามแก้ไขปัญหา],ส่วนที่ 1 [วางแผนการกระทำอย่างรอบคอบแทนที่จะทำตามแรงกดดันของสถานการณ์],ส่วนที่ 2 [บอกเล่าความรู้สึกให้เพื่อนรู้],ส่วนที่ 2 [ยอมรับความเข้าใจและความเห็นอกเห็นใจจากคนอื่น],ส่วนที่ 2 [ไว้ใจเพื่อนหรือญาติในการพูดคุยเกี่ยวกับความกังวลหรือความกลัว],ส่วนที่ 2 [พูดคุยปัญหาที่เกิดขึ้นกับคนอื่น ๆ เพื่อที่นำมาสู่แนวทางการแก้ไขปัญหานั้น],ส่วนที่ 2 [พบใครบางคน (เพื่อนหรือผู้เชี่ยวชาญ) เพื่อช่วยให้รู้สึกดีขึ้น],ส่วนที่ 3 [นำตัวเองหนีห่างออกจากปัญหา],ส่วนที่ 3 [ใช้เวลาคนเดียวอยู่บ่อยๆ],ส่วนที่ 3 [หลีกเลี่ยงการอยู่กับผู้คนในชีวิตประจำวัน],ส่วนที่ 3 [ปล่อยให้ตัวเองหมกมุ่นอยู่กับกีฬาหรืองานอดิเรกเพื่อที่จะหลีกเลี่ยงปัญหาที่เกิดขึ้น],ส่วนที่ 3 [นอนมากกว่าปกติ],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 1 เทอม 1],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 1 เทอม 2],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 2 เทอม 1],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 2 เทอม 2],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 3 เทอม 1],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 3 เทอม 2],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 4 เทอม 1],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 4 เทอม 2],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 5 เทอม 1],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 5 เทอม 2],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 6 เทอม 1],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 6 เทอม 2],รายละเอียด ปัญหา ของความเครียดหรือวิธีการจัดการความเครียด (หากไม่ประสงค์ตอบสามารถข้ามคำถามได้),บอกเราหน่อยได้ไหมว่าจากการเรียนที่ผ่าน คิดว่าคณะนี้เหมาะสมกับตัวเองหรือไม่,ระบายความเครียดมาเลยเราจะรับฟังไว้เอง❤️
"30/10/2023, 14:55:30",สถาบันเทคโนโลยีนานาชาติสิรินธร,Engineering management,หญิง,ปี 5,ยินยอม,บ่อย,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,ตลอดเวลา,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ตลอดเวลา,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,มีบ้างเล็กน้อย,ไม่เลย,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,ไม่เลย,มีบ้างเล็กน้อย,บ่อยครั้ง,ไม่เลย,ไม่เลย,ทางความสัมพันธ์ระหว่างบุคคล,ทางสภาพเเวดล้อม,ทางกายภาพ,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,ทางสภาพเเวดล้อม,ทางสภาพเเวดล้อม,,,,ร้องไห้ ให้พอหายอึดอัด,เหมาะสม,
"25/10/2023, 15:32:39",สหเวชศาสตร์,-,ชาย,ปี 1,ยินยอม,นาน ๆ ครั้ง,บ่อย,บ่อย,นาน ๆ ครั้ง,บ่อย,บ่อย,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,บ่อย,นาน ๆ ครั้ง,บ่อย,บ่อย,บ่อย,บ่อย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,ทางความสัมพันธ์ระหว่างบุคคล,,,,,,,,,,,,,ไม่แน่ใจ,
"25/10/2023, 16:54:13",สหเวชศาสตร์,กายภาพบำบัด,หญิง,ปี 4,ยินยอม,บ่อย,บ่อย,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,ตลอดเวลา,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,บ่อย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,ไม่เลย,มีบ้างเล็กน้อย,ไม่เลย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,ไม่เลย,มีบ้างเล็กน้อย,ทางความสัมพันธ์ระหว่างบุคคล,ทางความสัมพันธ์ระหว่างบุคคล,ทางการศึกษา,ทางกายภาพ,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,,,,,,,ไม่เหมาะสม,
"25/10/2023, 16:54:17",สหเวชศาสตร์,กายภาพบำบัด,หญิง,ปี 4,ยินยอม,ตลอดเวลา,ตลอดเวลา,บ่อย,บ่อย,บ่อย,ตลอดเวลา,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,ไม่เคย,บ่อย,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,บ่อย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,ไม่เลย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,ไม่เลย,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,ทางความสัมพันธ์ระหว่างบุคคล,ทางความสัมพันธ์ระหว่างบุคคล,ทางความสัมพันธ์ระหว่างบุคคล,,,,,,,เหมาะสม,
"25/10/2023, 17:03:31",สหเวชศาสตร์,กายภาพบำบัด,หญิง,ปี 4,ยินยอม,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,บ่อย,นาน ๆ ครั้ง,ไม่เคย,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,ตลอดเวลา,บ่อย,บ่อย,บ่อย,ไม่เคย,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,ทางความสัมพันธ์ระหว่างบุคคล,ทางการศึกษา,ทางสภาพเเวดล้อม,ทางสภาพเเวดล้อม,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,ทางกายภาพ,,,,,,เหมาะสม,
"25/10/2023, 17:04:05",สหเวชศาสตร์,กายภาพบำบัด,หญิง,ปี 3,ยินยอม,บ่อย,บ่อย,บ่อย,บ่อย,บ่อย,บ่อย,นาน ๆ ครั้ง,บ่อย,บ่อย,บ่อย,ไม่เคย,บ่อย,ตลอดเวลา,บ่อย,บ่อย,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,,,,,,,,,เหมาะสม,
"25/10/2023, 17:06:15",สหเวชศาสตร์,กายภาพบำบัด,หญิง,ปี 2,ยินยอม,บ่อย,บ่อย,บ่อย,บ่อย,บ่อย,นาน ๆ ครั้ง,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,ไม่เคย,ไม่เคย,บ่อย,บ่อย,ไม่เคย,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,ไม่เลย,ไม่เลย,บ่อยครั้ง,ทางการศึกษา,ทางการศึกษา,ทางความสัมพันธ์ระหว่างบุคคล,,,,,,,,,,,ยังไม่แน่ใจ,
"25/10/2023, 17:09:00",สหเวชศาสตร์,กายภาพบำบัด,หญิง,ปี 2,ยินยอม,บ่อย,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,บ่อย,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,บ่อย,ตลอดเวลา,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,,,,,,,,,,,ไม่แน่ใจ,
"25/10/2023, 17:32:12",สหเวชศาสตร์,กายภาพบำบัด,หญิง,ปี 1,ยินยอม,บ่อย,นาน ๆ ครั้ง,ตลอดเวลา,นาน ๆ ครั้ง,บ่อย,ตลอดเวลา,บ่อย,ตลอดเวลา,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,ตลอดเวลา,ตลอดเวลา,นาน ๆ ครั้ง,ตลอดเวลา,ไม่เคย,บ่อย,บ่อย,ตลอดเวลา,บ่อย,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,ทางการศึกษา,,,,,,,,,,,,,เหมาะสม,
"25/10/2023, 17:32:16",สหเวชศาสตร์,กายภาพบำบัด,หญิง,ปี 4,ยินยอม,นาน ๆ ครั้ง,บ่อย,บ่อย,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,บ่อย,บ่อย,บ่อย,นาน ๆ ครั้ง,บ่อย,บ่อย,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,ไม่เลย,ไม่เลย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,ทางความสัมพันธ์ระหว่างบุคคล,ทางความสัมพันธ์ระหว่างบุคคล,,,,,,ความคิด ไม่ตรงกับ ความคิดของคนอื่น จัดการตัวเอง ดูแลตัวเอง พึ่งพาตัวเอง ทำด้วยตัวเอง อยู่กับตัวเอง,65% ไม่มีสิ่งที่ตรงกับเราได้หรอก ไม่มีทางที่จะมีคณะไหนที่เหมือนออกแบบตรงกับเรา 100% กับชีวิตทั้งชีวิต แต่ชีวิตที่เหลืออยู่แค่ทำให้มันตรงกับตัวเราเอง มันต้องเรียนรู้กันต่อไป,เหมือนไม่มีใครอยากรับฟังเราเลย ไม่เคยมีใครอยากฟังว่าเราต้องการอะไร ทำไมทุกคนต้องขีดเส้นว่าเราต้องทำอย่างนั้น ต้องทำอย่างนี้ เรามีความคิดหลายอย่างที่เราคิด แนวทางความคิดของคนอื่น กับแนวทางความคิดเรา ไม่ตรงกัน ฉันรู้สึกว่ามันคือเรื่องปกติที่เราจะมีความคิดไม่เหมือนกัน ฉันรู้สึกแค่อดทน อดทน ให้มันจบสักที
"25/10/2023, 15:24:40",สหเวชศาสตร์,เทคนิคการแพทย์,ชาย,ปี 1,ยินยอม,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,ไม่เคย,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,บ่อย,บ่อย,นาน ๆ ครั้ง,บ่อย,ตลอดเวลา,นาน ๆ ครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,ไม่เลย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,,,,,,,,,,,,,,เหมาะสม,
"25/10/2023, 15:24:41",สหเวชศาสตร์,เทคนิคการแพทย์,หญิง,ปี 1,ยินยอม,บ่อย,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,ตลอดเวลา,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,ไม่เคย,ตลอดเวลา,บ่อย,บ่อย,บ่อย,ตลอดเวลา,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,ไม่เลย,บ่อยครั้ง,ทางการศึกษา,,,,,,,,,,,,,เหมาะสม,เครียดจากคะแนนสอบมาก รู้สึกว่าตัวเองยังทำไม่ดีพอ แต่คะแนนก็ถือว่าอยู่ในเกณฑ์โอเค แต่พี่รหัสบอกว่า ให้ลองใหม่ ตอนนี้เพิ่งปีแรก ฮืออออ สู้ๆนะตัวเรา
"27/10/2023, 19:48:12",สหเวชศาสตร์,รังสีเทคนิค,หญิง,ปี 3,ยินยอม,นาน ๆ ครั้ง,บ่อย,บ่อย,บ่อย,นาน ๆ ครั้ง,ไม่เคย,บ่อย,ไม่เคย,นาน ๆ ครั้ง,บ่อย,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ตลอดเวลา,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,ไม่เลย,มีบ้างเล็กน้อย,ไม่เลย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,ไม่เลย,มีบ้างเล็กน้อย,ทางความสัมพันธ์ระหว่างบุคคล,ทางสภาพเเวดล้อม,ทางสภาพเเวดล้อม,ทางการศึกษา,ทางการศึกษา,,,,,,,,,เหมาะสม,
"26/10/2023, 12:56:18",สหเวชศาสตร์,สาขาจัดกีฬา,ไม่ต้องการระบุ,ปี 2,ยินยอม,นาน ๆ ครั้ง,บ่อย,ไม่เคย,ไม่เคย,บ่อย,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,ไม่เคย,บ่อย,บ่อย,นาน ๆ ครั้ง,ไม่เคย,บ่อย,นาน ๆ ครั้ง,ไม่เคย,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,ไม่เคย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,ทางกายภาพ,ทางความสัมพันธ์ระหว่างบุคคล,ทางการศึกษา,,,,,,,,,,,เหมาะสม,
"25/10/2023, 15:26:20",สังคมวิทยาและมานุษยวิทยา,-,ชาย,ปี 1,ยินยอม,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,บ่อย,ไม่เคย,นาน ๆ ครั้ง,ไม่เคย,ไม่เคย,ตลอดเวลา,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,บ่อย,บ่อย,นาน ๆ ครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,ไม่เลย,มีบ้างเล็กน้อย,ไม่เลย,มีบ้างเล็กน้อย,ไม่เลย,,,,,,,,,,,,,,ไม่เหมาะสม,ทุกอย่างแพงมากไม่มีตังโว้ยยย
"26/10/2023, 21:06:11",สังคมวิทยาและมานุษยวิทยา,-,หญิง,ปี 2,ยินยอม,นาน ๆ ครั้ง,บ่อย,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,ไม่เคย,บ่อย,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,บ่อย,บ่อย,บ่อย,นาน ๆ ครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,ทางสภาพเเวดล้อม,ทางการศึกษา,ทางการศึกษา,,,,,,,,,,,ไม่เหมาะสม,
"27/10/2023, 2:09:56",สังคมวิทยาและมานุษยวิทยา,-,ชาย,ปี 2,ยินยอม,นาน ๆ ครั้ง,บ่อย,บ่อย,นาน ๆ ครั้ง,ตลอดเวลา,ไม่เคย,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,ทางความสัมพันธ์ระหว่างบุคคล,ทางความสัมพันธ์ระหว่างบุคคล,ทางความสัมพันธ์ระหว่างบุคคล,,,,,,,,,,,เหมาะสม,
"31/10/2023, 2:56:23",สังคมวิทยาและมานุษยวิทยา,-,LGBTQ+,ปี 2,ยินยอม,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,ไม่เคย,บ่อย,นาน ๆ ครั้ง,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,ไม่เลย,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,ทางความสัมพันธ์ระหว่างบุคคล,ทางกายภาพ,ทางการศึกษา,,,,,,,,,,,เหมาะสม,
